time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2022-08-23T21:00,27.2,83,24.2,30.5,0.00,0.00,46,20.2
2022-08-23T22:00,27.5,85,24.7,31.7,0.00,0.00,38,16.0
2022-08-23T23:00,27.4,87,25.1,32.7,0.00,0.00,44,10.2
2022-08-24T00:00,27.0,89,25.0,33.0,0.00,0.00,42,5.2
2022-08-24T01:00,26.6,90,24.7,32.6,0.00,0.00,35,4.0
2022-08-24T02:00,26.6,89,24.7,32.3,0.00,0.00,35,5.8
2022-08-24T03:00,26.5,90,24.7,32.3,0.00,0.00,31,5.2
2022-08-24T04:00,26.2,91,24.6,32.0,0.00,0.00,30,4.7
2022-08-24T05:00,26.1,90,24.4,31.7,0.00,0.00,30,5.4
2022-08-24T06:00,26.1,90,24.3,31.4,0.00,0.00,30,7.3
2022-08-24T07:00,27.1,85,24.4,32.5,0.00,0.00,37,6.9
2022-08-24T08:00,27.9,84,24.9,33.5,0.00,0.00,30,7.5
2022-08-24T09:00,29.0,79,25.1,34.9,0.00,0.00,30,6.6
2022-08-24T10:00,30.2,74,25.1,36.9,0.00,0.00,30,5.8
2022-08-24T11:00,31.2,69,24.7,38.9,0.00,0.00,40,4.0
2022-08-24T12:00,31.7,63,23.9,39.0,0.00,0.00,13,6.0
2022-08-24T13:00,31.0,74,25.8,38.6,0.10,0.10,26,11.3
2022-08-24T14:00,30.5,80,26.7,38.2,0.00,0.00,24,13.0
2022-08-24T15:00,30.4,77,26.0,36.7,0.00,0.00,27,13.7
2022-08-24T16:00,30.3,73,24.9,35.1,0.00,0.00,42,13.1
2022-08-24T17:00,29.7,75,24.9,34.2,0.00,0.00,42,15.5
2022-08-24T18:00,29.7,78,25.3,34.3,0.00,0.00,43,16.3
2022-08-24T19:00,28.1,80,24.4,32.4,0.00,0.00,31,14.3
2022-08-24T20:00,28.4,82,25.0,32.3,0.00,0.00,44,19.3
2022-08-24T21:00,27.8,85,25.1,31.2,0.00,0.00,38,23.8
2022-08-24T22:00,27.5,84,24.7,32.3,0.00,0.00,44,12.5
2022-08-24T23:00,27.9,83,24.8,32.6,0.00,0.00,55,13.3
2022-08-25T00:00,27.8,84,24.8,32.9,0.00,0.00,35,11.1
2022-08-25T01:00,27.7,85,24.9,32.6,0.00,0.00,35,12.3
2022-08-25T02:00,27.6,85,24.8,32.6,0.00,0.00,31,10.6
2022-08-25T03:00,27.4,85,24.6,32.8,0.00,0.00,38,7.1
2022-08-25T04:00,27.1,84,24.2,32.5,0.00,0.00,46,5.9
2022-08-25T05:00,27.0,83,23.8,32.1,0.00,0.00,56,5.6
2022-08-25T06:00,27.0,82,23.8,31.9,0.00,0.00,47,7.6
2022-08-25T07:00,27.1,82,23.8,32.4,0.00,0.00,89,4.7
2022-08-25T08:00,27.1,82,23.9,33.1,0.10,0.10,35,0.8
2022-08-25T09:00,27.4,81,23.9,33.0,0.40,0.40,76,2.7
2022-08-25T10:00,27.4,81,23.9,32.6,0.40,0.40,83,5.7
2022-08-25T11:00,27.7,81,24.1,33.2,0.50,0.50,89,5.2
2022-08-25T12:00,27.9,81,24.3,33.9,0.20,0.20,79,2.2
2022-08-25T13:00,28.4,80,24.7,34.6,0.10,0.10,33,1.9
2022-08-25T14:00,29.4,76,24.8,36.4,0.00,0.00,82,4.9
2022-08-25T15:00,29.1,78,24.9,34.4,0.00,0.00,93,9.5
2022-08-25T16:00,28.4,79,24.3,32.6,0.00,0.00,47,14.5
2022-08-25T17:00,28.4,76,23.7,32.0,0.00,0.00,53,16.4
2022-08-25T18:00,26.2,86,23.7,29.3,4.90,4.90,100,20.1
2022-08-25T19:00,27.5,85,24.7,31.8,1.80,1.80,100,15.6
2022-08-25T20:00,26.3,89,24.3,31.3,6.30,6.30,100,8.7
2022-08-25T21:00,25.8,89,23.9,29.1,3.40,3.40,100,18.6
2022-08-25T22:00,25.8,91,24.2,30.5,1.80,1.80,69,10.5
2022-08-25T23:00,26.6,90,24.8,31.3,0.60,0.60,54,13.7
2022-08-26T00:00,27.1,88,25.0,31.9,0.10,0.10,33,13.8
2022-08-26T01:00,27.2,87,24.9,31.8,0.00,0.00,34,14.5
2022-08-26T02:00,27.2,87,24.8,31.8,0.00,0.00,42,14.0
2022-08-26T03:00,27.3,85,24.6,31.5,0.00,0.00,47,15.9
2022-08-26T04:00,27.2,85,24.6,31.6,0.00,0.00,53,14.2
2022-08-26T05:00,27.3,84,24.4,31.1,0.00,0.00,94,17.4
2022-08-26T06:00,27.2,84,24.3,30.8,0.00,0.00,66,18.2
2022-08-26T07:00,27.7,84,24.7,32.0,0.00,0.00,40,15.5
2022-08-26T08:00,28.2,80,24.3,31.4,0.20,0.20,58,21.3
2022-08-26T09:00,28.7,79,24.8,32.6,0.50,0.50,38,19.2
2022-08-26T10:00,28.5,79,24.6,32.0,0.90,0.90,78,20.3
2022-08-26T11:00,29.0,78,24.7,32.5,0.10,0.10,60,21.5
2022-08-26T12:00,28.7,79,24.7,32.7,1.00,1.00,61,17.6
2022-08-26T13:00,28.9,77,24.5,32.7,0.80,0.80,100,20.2
2022-08-26T14:00,27.4,78,23.3,29.6,1.50,1.50,100,24.1
2022-08-26T15:00,25.8,92,24.4,29.5,5.60,5.60,100,18.5
2022-08-26T16:00,26.2,90,24.4,29.7,1.10,1.10,56,19.9
2022-08-26T17:00,27.1,86,24.6,30.8,0.10,0.10,41,19.1
2022-08-26T18:00,27.3,87,25.0,31.7,0.00,0.00,33,16.2
2022-08-26T19:00,27.1,88,24.8,32.3,0.00,0.00,92,9.9
2022-08-26T20:00,26.8,90,25.0,33.1,0.50,0.50,34,3.6
2022-08-26T21:00,26.7,90,24.9,32.9,0.20,0.20,45,3.3
2022-08-26T22:00,26.3,89,24.3,31.9,0.00,0.00,31,4.7
2022-08-26T23:00,26.5,87,24.1,32.0,0.00,0.00,32,4.4
2022-08-27T00:00,27.2,85,24.4,32.7,0.10,0.10,37,5.6
2022-08-27T01:00,26.8,88,24.5,32.3,0.00,0.00,42,6.5
2022-08-27T02:00,27.0,86,24.5,32.2,0.00,0.00,40,8.0
2022-08-27T03:00,27.0,84,24.2,32.0,0.00,0.00,51,8.7
2022-08-27T04:00,26.8,84,24.0,31.8,0.10,0.10,54,7.6
2022-08-27T05:00,26.8,84,23.9,31.7,0.10,0.10,76,8.3
2022-08-27T06:00,26.9,84,23.9,31.5,0.10,0.10,52,9.7
2022-08-27T07:00,26.0,85,23.3,30.5,0.50,0.50,46,8.2
2022-08-27T08:00,27.0,84,24.1,31.7,0.00,0.00,63,10.6
2022-08-27T09:00,27.4,83,24.2,31.2,0.10,0.10,59,16.5
2022-08-27T10:00,27.7,82,24.4,32.1,0.00,0.00,59,14.5
2022-08-27T11:00,28.4,79,24.4,33.2,0.10,0.10,56,13.8
2022-08-27T12:00,28.8,79,24.7,34.4,0.10,0.10,48,14.8
2022-08-27T13:00,29.1,78,24.8,35.1,0.10,0.10,56,16.8
2022-08-27T14:00,29.1,78,24.8,34.3,0.00,0.00,89,17.1
2022-08-27T15:00,28.5,80,24.7,32.5,0.00,0.00,41,17.7
2022-08-27T16:00,29.1,78,24.9,33.4,0.00,0.00,34,17.7
2022-08-27T17:00,28.5,80,24.7,32.4,0.00,0.00,34,18.6
2022-08-27T18:00,28.3,81,24.7,32.6,0.00,0.00,36,15.5
2022-08-27T19:00,28.3,80,24.6,33.2,0.00,0.00,28,11.2
2022-08-27T20:00,28.3,81,24.7,33.4,0.00,0.00,45,10.2
2022-08-27T21:00,26.6,88,24.4,30.6,0.30,0.30,87,16.6
2022-08-27T22:00,27.1,85,24.5,32.0,0.00,0.00,52,10.8
2022-08-27T23:00,27.5,87,25.0,32.8,0.00,0.00,37,9.8
2022-08-28T00:00,27.5,85,24.8,32.7,0.00,0.00,78,9.9
2022-08-28T01:00,27.4,85,24.7,32.5,0.00,0.00,68,10.0
2022-08-28T02:00,27.2,86,24.7,32.7,0.10,0.10,44,7.6
2022-08-28T03:00,26.1,93,25.0,32.0,0.00,0.00,36,5.9
2022-08-28T04:00,25.8,93,24.7,31.6,0.00,0.00,30,5.2
2022-08-28T05:00,25.3,97,24.7,31.1,0.00,0.00,35,5.1
2022-08-28T06:00,25.3,98,25.0,31.5,0.00,0.00,48,3.6
2022-08-28T07:00,26.8,92,25.4,33.2,0.00,0.00,25,4.4
2022-08-28T08:00,27.9,86,25.3,34.3,0.00,0.00,23,3.8
2022-08-28T09:00,28.8,81,25.2,35.5,0.10,0.10,34,1.5
2022-08-28T10:00,29.4,76,24.8,36.5,0.10,0.10,43,0.4
2022-08-28T11:00,30.0,73,24.5,37.3,0.00,0.00,40,3.3
2022-08-28T12:00,30.4,71,24.5,37.8,0.00,0.00,47,7.1
2022-08-28T13:00,30.4,71,24.6,37.3,0.10,0.10,54,8.9
2022-08-28T14:00,30.1,75,25.2,37.1,0.00,0.00,43,11.6
2022-08-28T15:00,29.7,75,24.9,35.9,0.00,0.00,32,12.4
2022-08-28T16:00,29.7,75,24.7,34.1,0.00,0.00,32,14.8
2022-08-28T17:00,29.1,77,24.6,33.9,0.00,0.00,33,11.4
2022-08-28T18:00,28.5,79,24.4,33.8,0.00,0.00,33,7.3
2022-08-28T19:00,30.0,71,24.3,36.0,0.00,0.00,32,2.4
2022-08-28T20:00,29.6,72,24.0,35.7,0.00,0.00,35,0.4
2022-08-28T21:00,29.2,75,24.4,35.4,0.00,0.00,6,1.3
2022-08-28T22:00,27.9,86,25.3,34.4,0.00,0.00,6,2.5
2022-08-28T23:00,27.2,93,25.9,34.3,0.00,0.00,9,2.3
2022-08-29T00:00,26.7,97,26.1,33.6,0.00,0.00,32,4.2
2022-08-29T01:00,26.4,97,25.9,32.9,0.00,0.00,31,5.8
2022-08-29T02:00,26.2,97,25.8,32.9,0.00,0.00,30,4.5
2022-08-29T03:00,26.1,97,25.5,32.7,0.00,0.00,33,3.6
2022-08-29T04:00,26.0,95,25.0,32.1,0.00,0.00,41,4.7
2022-08-29T05:00,25.8,94,24.7,31.6,0.00,0.00,32,4.8
2022-08-29T06:00,25.7,95,24.8,31.3,0.00,0.00,33,7.0
2022-08-29T07:00,26.6,91,24.9,31.9,0.10,0.10,54,9.5
2022-08-29T08:00,26.2,87,24.0,30.2,0.80,0.80,44,14.3
2022-08-29T09:00,26.9,84,24.0,31.3,0.00,0.00,86,11.9
2022-08-29T10:00,26.9,87,24.5,32.2,0.10,0.10,100,7.6
2022-08-29T11:00,28.1,80,24.3,33.3,0.10,0.10,89,9.2
2022-08-29T12:00,25.4,89,23.4,29.6,6.20,6.20,91,10.5
2022-08-29T13:00,26.4,82,23.0,31.3,3.30,3.30,100,3.8
2022-08-29T14:00,25.3,88,23.1,29.5,0.90,0.90,100,9.4
2022-08-29T15:00,25.7,87,23.4,30.8,0.60,0.60,34,4.0
2022-08-29T16:00,26.5,88,24.4,31.8,0.00,0.00,51,8.0
2022-08-29T17:00,26.9,86,24.4,32.3,0.00,0.00,37,6.7
2022-08-29T18:00,26.8,87,24.5,32.2,0.10,0.10,35,6.5
2022-08-29T19:00,27.0,86,24.4,32.5,0.30,0.30,42,6.5
2022-08-29T20:00,26.5,89,24.5,32.4,0.00,0.00,58,3.6
2022-08-29T21:00,26.6,89,24.6,32.2,0.00,0.00,37,5.7
2022-08-29T22:00,26.3,91,24.7,32.1,0.00,0.00,34,5.0
2022-08-29T23:00,25.8,93,24.7,31.8,0.00,0.00,29,4.2
2022-08-30T00:00,25.4,95,24.6,31.3,0.00,0.00,28,4.2
2022-08-30T01:00,25.1,96,24.4,30.8,0.00,0.00,29,4.4
2022-08-30T02:00,25.1,96,24.5,30.9,0.00,0.00,30,4.0
2022-08-30T03:00,24.7,98,24.4,30.5,0.00,0.00,30,4.0
2022-08-30T04:00,24.6,99,24.4,30.5,0.00,0.00,42,3.3
2022-08-30T05:00,24.7,96,24.1,30.4,0.00,0.00,55,4.0
2022-08-30T06:00,24.5,97,24.0,30.1,0.00,0.00,55,4.0
2022-08-30T07:00,25.5,95,24.6,31.1,0.00,0.00,33,6.1
2022-08-30T08:00,26.4,90,24.7,32.0,0.00,0.00,11,6.4
2022-08-30T09:00,27.6,85,24.9,33.4,0.00,0.00,34,6.0
2022-08-30T10:00,28.8,81,25.1,35.9,0.00,0.00,7,3.8
2022-08-30T11:00,29.7,75,24.8,37.6,0.00,0.00,9,3.5
2022-08-30T12:00,30.3,72,24.6,38.0,0.00,0.00,17,6.6
2022-08-30T13:00,30.3,69,23.9,37.3,0.10,0.10,30,8.4
2022-08-30T14:00,30.1,70,24.1,36.7,0.00,0.00,34,9.4
2022-08-30T15:00,30.1,68,23.7,35.4,0.00,0.00,32,9.5
2022-08-30T16:00,29.6,71,23.8,34.2,0.00,0.00,35,9.4
2022-08-30T17:00,29.3,72,23.8,33.8,0.00,0.00,36,10.2
2022-08-30T18:00,28.6,78,24.3,33.5,0.00,0.00,34,9.3
2022-08-30T19:00,28.8,76,24.1,34.3,0.00,0.00,32,4.7
2022-08-30T20:00,28.4,81,24.9,34.4,0.00,0.00,31,5.2
2022-08-30T21:00,27.8,87,25.4,34.0,0.00,0.00,31,5.7
2022-08-30T22:00,28.0,84,25.0,34.0,0.00,0.00,31,5.5
2022-08-30T23:00,27.2,88,25.0,33.0,0.00,0.00,30,6.6
2022-08-31T00:00,27.2,88,25.1,33.2,0.00,0.00,31,6.0
2022-08-31T01:00,27.7,87,25.4,33.8,0.00,0.00,30,6.1
2022-08-31T02:00,27.6,87,25.3,33.6,0.00,0.00,30,6.6
2022-08-31T03:00,27.2,90,25.4,33.4,0.00,0.00,30,5.2
2022-08-31T04:00,27.2,90,25.4,33.3,0.00,0.00,15,5.8
2022-08-31T05:00,26.8,92,25.3,33.0,0.00,0.00,39,5.4
2022-08-31T06:00,26.2,91,24.5,31.7,0.00,0.00,31,6.4
2022-08-31T07:00,28.6,83,25.4,34.9,0.00,0.00,41,5.4
2022-08-31T08:00,29.5,77,25.0,35.3,0.00,0.00,38,6.5
2022-08-31T09:00,29.9,76,25.3,35.8,0.00,0.00,40,6.8
2022-08-31T10:00,30.2,74,25.2,36.6,0.10,0.10,33,6.9
2022-08-31T11:00,30.5,73,25.1,37.3,0.10,0.10,28,9.0
2022-08-31T12:00,30.5,73,25.1,38.0,0.00,0.00,28,9.7
2022-08-31T13:00,30.5,75,25.5,38.1,0.00,0.00,30,10.9
2022-08-31T14:00,30.0,76,25.3,36.6,0.00,0.00,31,11.7
2022-08-31T15:00,30.1,73,24.8,36.1,0.00,0.00,32,10.5
2022-08-31T16:00,29.8,73,24.5,34.7,0.00,0.00,32,10.9
2022-08-31T17:00,29.4,75,24.5,34.4,0.00,0.00,32,10.2
2022-08-31T18:00,29.1,77,24.6,34.5,0.00,0.00,31,7.4
2022-08-31T19:00,28.4,81,24.9,34.0,0.00,0.00,30,7.7
2022-08-31T20:00,27.8,85,24.9,33.9,0.00,0.00,31,4.1
2022-08-31T21:00,27.4,87,24.9,33.4,0.00,0.00,38,4.7
2022-08-31T22:00,27.2,88,25.1,33.4,0.00,0.00,35,4.5
2022-08-31T23:00,26.9,92,25.4,33.3,0.00,0.00,35,4.6
2022-09-01T00:00,27.0,92,25.6,33.4,0.00,0.00,42,4.7
2022-09-01T01:00,27.5,87,25.1,33.7,0.00,0.00,57,4.3
2022-09-01T02:00,27.4,87,25.1,33.4,0.00,0.00,58,5.2
2022-09-01T03:00,27.2,87,24.9,33.2,0.00,0.00,40,5.1
2022-09-01T04:00,27.1,89,25.1,33.2,0.00,0.00,63,4.7
2022-09-01T05:00,26.8,94,25.7,33.4,0.00,0.00,41,3.9
2022-09-01T06:00,26.2,97,25.6,32.7,0.00,0.00,44,4.4
2022-09-01T07:00,27.8,88,25.7,34.3,0.00,0.00,65,4.8
2022-09-01T08:00,28.6,84,25.7,35.3,0.00,0.00,65,4.0
2022-09-01T09:00,29.5,79,25.4,35.5,0.10,0.10,48,6.9
2022-09-01T10:00,30.0,75,25.1,36.2,0.20,0.20,53,6.9
2022-09-01T11:00,30.5,73,25.1,37.6,0.20,0.20,55,7.2
2022-09-01T12:00,30.6,73,25.3,38.3,0.20,0.20,26,7.5
2022-09-01T13:00,30.8,72,25.2,38.5,0.30,0.30,14,7.7
2022-09-01T14:00,30.9,72,25.2,38.4,0.00,0.00,2,8.8
2022-09-01T15:00,30.5,74,25.3,37.1,0.00,0.00,4,10.7
2022-09-01T16:00,30.4,71,24.5,35.5,0.00,0.00,10,10.6
2022-09-01T17:00,30.0,71,24.1,34.6,0.00,0.00,13,10.7
2022-09-01T18:00,29.2,76,24.5,34.2,0.00,0.00,16,9.8
2022-09-01T19:00,29.4,81,25.8,35.9,0.00,0.00,24,5.2
2022-09-01T20:00,28.9,83,25.6,35.1,0.00,0.00,14,6.4
2022-09-01T21:00,28.9,83,25.8,35.2,0.00,0.00,16,7.0
2022-09-01T22:00,28.0,86,25.5,34.2,0.00,0.00,25,5.7
2022-09-01T23:00,27.8,87,25.3,34.1,0.00,0.00,8,4.3
2022-09-02T00:00,28.8,81,25.2,35.1,0.00,0.00,7,4.3
2022-09-02T01:00,27.6,88,25.3,33.9,0.00,0.00,9,4.4
2022-09-02T02:00,27.7,88,25.4,34.4,0.00,0.00,32,2.4
2022-09-02T03:00,26.5,94,25.5,33.0,0.00,0.00,23,4.2
2022-09-02T04:00,26.4,95,25.6,33.1,0.00,0.00,10,3.4
2022-09-02T05:00,26.3,96,25.6,32.9,0.00,0.00,9,4.0
2022-09-02T06:00,25.8,97,25.3,32.3,0.00,0.00,19,3.7
2022-09-02T07:00,27.1,93,25.8,33.7,0.00,0.00,4,5.2
2022-09-02T08:00,28.4,85,25.7,35.1,0.00,0.00,8,3.7
2022-09-02T09:00,29.7,78,25.4,36.1,0.00,0.00,12,3.9
2022-09-02T10:00,30.4,74,25.2,37.7,0.20,0.20,28,1.9
2022-09-02T11:00,30.8,73,25.4,38.8,0.20,0.20,32,4.7
2022-09-02T12:00,31.0,73,25.7,39.2,0.20,0.20,29,7.2
2022-09-02T13:00,31.1,73,25.7,38.7,0.10,0.10,33,10.1
2022-09-02T14:00,31.2,72,25.5,38.3,0.00,0.00,35,12.2
2022-09-02T15:00,30.7,72,25.1,35.9,0.00,0.00,32,14.5
2022-09-02T16:00,30.6,71,24.7,35.7,0.00,0.00,32,10.6
2022-09-02T17:00,30.3,72,24.8,35.3,0.00,0.00,32,11.7
2022-09-02T18:00,29.8,73,24.5,34.9,1.30,1.30,55,9.2
2022-09-02T19:00,29.8,87,27.5,37.9,0.10,0.10,41,2.9
2022-09-02T20:00,28.9,83,25.8,35.7,1.70,1.70,71,3.3
2022-09-02T21:00,28.1,89,26.2,35.0,0.10,0.10,40,4.6
2022-09-02T22:00,27.5,87,25.2,33.8,0.00,0.00,32,4.7
2022-09-02T23:00,27.1,90,25.2,33.6,0.00,0.00,32,3.0
2022-09-03T00:00,26.8,91,25.2,33.2,0.00,0.00,34,3.6
2022-09-03T01:00,26.5,92,25.2,32.8,0.00,0.00,37,4.0
2022-09-03T02:00,26.7,91,25.0,32.9,0.00,0.00,38,3.9
2022-09-03T03:00,27.7,83,24.5,33.9,0.00,0.00,38,1.8
2022-09-03T04:00,27.4,85,24.7,33.7,0.00,0.00,33,2.3
2022-09-03T05:00,27.4,86,24.8,33.7,0.00,0.00,31,2.5
2022-09-03T06:00,26.0,93,24.8,32.0,0.00,0.00,30,4.2
2022-09-03T07:00,27.4,89,25.5,33.5,0.00,0.00,30,6.9
2022-09-03T08:00,28.6,79,24.7,33.9,0.00,0.00,30,8.6
2022-09-03T09:00,29.6,77,25.1,35.5,0.00,0.00,36,6.0
2022-09-03T10:00,30.1,76,25.5,37.5,0.10,0.10,45,2.2
2022-09-03T11:00,30.7,75,25.6,38.8,0.10,0.10,42,3.1
2022-09-03T12:00,31.1,72,25.5,39.2,0.10,0.10,38,6.4
2022-09-03T13:00,31.1,72,25.5,38.7,0.10,0.10,34,9.7
2022-09-03T14:00,30.6,75,25.6,37.2,0.00,0.00,33,13.1
2022-09-03T15:00,29.7,79,25.6,34.6,0.00,0.00,35,15.0
2022-09-03T16:00,29.8,77,25.4,34.9,0.00,0.00,32,13.2
2022-09-03T17:00,29.7,78,25.4,34.8,0.00,0.00,34,13.3
2022-09-03T18:00,26.7,86,24.2,31.9,6.20,6.20,100,7.8
2022-09-03T19:00,28.5,79,24.6,33.9,1.90,1.90,73,7.8
2022-09-03T20:00,28.4,80,24.6,34.3,0.00,0.00,45,4.2
2022-09-03T21:00,28.2,82,24.9,34.2,0.00,0.00,32,5.1
2022-09-03T22:00,28.2,84,25.3,34.4,0.00,0.00,35,5.4
2022-09-03T23:00,28.0,85,25.2,34.2,0.00,0.00,31,4.9
2022-09-04T00:00,28.3,84,25.4,34.5,0.00,0.00,33,5.4
2022-09-04T01:00,28.1,83,25.0,34.2,0.00,0.00,37,4.7
2022-09-04T02:00,28.4,82,25.1,34.1,0.00,0.00,50,7.4
2022-09-04T03:00,28.0,87,25.5,34.4,0.00,0.00,33,4.6
2022-09-04T04:00,27.3,89,25.3,33.6,0.00,0.00,39,4.5
2022-09-04T05:00,27.4,89,25.5,33.9,0.00,0.00,34,3.7
2022-09-04T06:00,26.6,95,25.7,33.3,0.50,0.50,71,3.4
2022-09-04T07:00,28.5,79,24.6,34.2,3.90,3.90,29,5.7
2022-09-04T08:00,29.0,78,24.9,34.9,0.00,0.00,51,5.3
2022-09-04T09:00,29.4,77,24.9,35.4,0.00,0.00,100,5.4
2022-09-04T10:00,29.7,76,25.1,35.7,0.10,0.10,100,5.6
2022-09-04T11:00,30.1,75,25.2,37.0,0.10,0.10,80,3.8
2022-09-04T12:00,30.4,74,25.2,37.8,0.10,0.10,34,4.8
2022-09-04T13:00,30.7,73,25.3,38.6,0.10,0.10,26,7.2
2022-09-04T14:00,30.5,74,25.3,37.6,0.10,0.10,34,11.0
2022-09-04T15:00,29.9,74,24.8,35.5,0.00,0.00,72,10.5
2022-09-04T16:00,29.7,75,24.8,33.8,0.00,0.00,48,17.3
2022-09-04T17:00,26.8,84,23.9,29.2,4.30,4.30,100,25.5
2022-09-04T18:00,27.2,88,25.0,32.0,2.30,2.30,97,13.2
2022-09-04T19:00,27.3,85,24.5,32.3,3.30,3.30,36,9.3
2022-09-04T20:00,27.0,88,24.9,33.1,0.30,0.30,41,3.9
2022-09-04T21:00,26.8,89,24.8,33.1,0.40,0.40,90,2.6
2022-09-04T22:00,26.8,89,24.8,33.2,0.70,0.70,32,1.8
2022-09-04T23:00,26.8,90,25.0,33.5,0.80,0.80,62,0.7
2022-09-05T00:00,26.7,90,24.9,33.0,0.80,0.80,93,2.6
2022-09-05T01:00,26.7,93,25.5,33.7,0.80,0.80,97,0.8
2022-09-05T02:00,26.7,94,25.6,33.8,1.00,1.00,90,0.8
2022-09-05T03:00,26.8,91,25.2,33.6,0.80,0.80,93,0.7
2022-09-05T04:00,26.6,93,25.4,33.4,0.80,0.80,90,2.1
2022-09-05T05:00,26.3,95,25.4,33.0,0.30,0.30,71,2.8
2022-09-05T06:00,26.3,94,25.3,32.9,0.40,0.40,100,2.4
2022-09-05T07:00,27.5,81,23.9,32.6,0.10,0.10,86,6.2
2022-09-05T08:00,27.1,84,24.3,32.6,0.30,0.30,90,5.6
2022-09-05T09:00,27.5,82,24.1,32.4,0.50,0.50,77,8.6
2022-09-05T10:00,28.5,76,23.9,33.1,0.10,0.10,75,10.1
2022-09-05T11:00,27.5,83,24.3,31.6,0.80,0.80,100,17.7
2022-09-05T12:00,27.8,82,24.4,31.7,0.20,0.20,52,16.8
2022-09-05T13:00,28.6,79,24.7,34.1,0.00,0.00,87,16.1
2022-09-05T14:00,28.8,79,24.7,34.0,0.00,0.00,56,14.7
2022-09-05T15:00,29.1,78,24.8,34.2,0.00,0.00,43,12.7
2022-09-05T16:00,29.3,77,24.9,34.3,0.00,0.00,63,11.7
2022-09-05T17:00,29.4,75,24.6,34.5,0.00,0.00,49,9.2
2022-09-05T18:00,27.1,82,23.9,32.1,6.20,6.20,94,7.6
2022-09-05T19:00,28.7,76,24.0,34.1,0.10,0.10,65,5.2
2022-09-05T20:00,28.1,83,24.9,33.9,0.00,0.00,88,6.1
2022-09-05T21:00,28.1,80,24.4,33.6,0.00,0.00,74,5.5
2022-09-05T22:00,27.5,82,24.2,33.1,0.00,0.00,89,4.3
2022-09-05T23:00,27.2,83,24.2,32.9,0.00,0.00,38,4.0
2022-09-06T00:00,27.2,84,24.2,32.4,0.00,0.00,52,7.2
2022-09-06T01:00,26.8,87,24.4,32.2,0.00,0.00,46,6.5
2022-09-06T02:00,26.5,86,23.9,31.6,0.00,0.00,52,6.5
2022-09-06T03:00,26.3,84,23.5,31.1,0.00,0.00,44,6.8
2022-09-06T04:00,26.5,83,23.4,31.1,0.00,0.00,92,8.0
2022-09-06T05:00,26.4,84,23.4,31.0,0.00,0.00,78,7.9
2022-09-06T06:00,26.3,84,23.3,31.0,0.00,0.00,56,6.7
2022-09-06T07:00,26.5,83,23.5,31.3,0.00,0.00,48,7.1
2022-09-06T08:00,27.3,81,23.8,32.7,0.00,0.00,51,4.2
2022-09-06T09:00,28.3,77,23.9,34.1,0.00,0.00,30,2.2
2022-09-06T10:00,29.2,71,23.5,35.3,0.10,0.10,70,2.4
2022-09-06T11:00,29.6,70,23.7,35.5,0.00,0.00,61,4.9
2022-09-06T12:00,29.9,72,24.3,36.4,0.10,0.10,100,5.8
2022-09-06T13:00,28.7,79,24.7,33.8,2.10,2.10,95,11.9
2022-09-06T14:00,28.8,77,24.4,33.8,0.30,0.30,79,11.4
2022-09-06T15:00,28.7,77,24.3,33.1,0.00,0.00,68,12.8
2022-09-06T16:00,28.4,78,24.1,32.3,2.90,2.90,73,16.0
2022-09-06T17:00,28.1,80,24.4,31.6,1.60,1.60,45,20.3
2022-09-06T18:00,27.1,83,24.0,31.2,0.20,0.20,100,13.9
2022-09-06T19:00,28.1,85,25.3,33.2,0.20,0.20,49,12.7
2022-09-06T20:00,27.5,88,25.4,33.1,0.60,0.60,43,10.2
2022-09-06T21:00,27.4,89,25.4,33.2,0.10,0.10,48,8.2
2022-09-06T22:00,27.0,89,25.0,33.1,0.00,0.00,49,4.9
2022-09-06T23:00,27.0,88,24.9,32.5,0.10,0.10,55,8.7
2022-09-07T00:00,26.5,90,24.7,31.7,0.50,0.50,86,9.5
2022-09-07T01:00,26.1,93,24.9,31.8,0.30,0.30,84,6.8
2022-09-07T02:00,25.9,94,24.9,31.9,0.20,0.20,85,4.2
2022-09-07T03:00,25.6,93,24.4,31.4,0.50,0.50,68,3.4
2022-09-07T04:00,25.6,94,24.6,31.2,0.00,0.00,65,5.8
2022-09-07T05:00,25.7,93,24.4,31.0,0.40,0.40,70,7.6
2022-09-07T06:00,25.0,92,23.6,30.4,4.10,4.10,100,3.3
2022-09-07T07:00,26.0,89,24.1,30.7,4.90,4.90,56,10.0
2022-09-07T08:00,26.4,89,24.3,31.6,0.00,0.00,50,7.4
2022-09-07T09:00,27.2,85,24.4,32.1,0.10,0.10,43,9.7
2022-09-07T10:00,27.8,84,24.8,33.6,0.10,0.10,40,5.8
2022-09-07T11:00,27.4,83,24.3,32.6,2.80,2.80,100,11.6
2022-09-07T12:00,24.5,94,23.5,28.6,8.60,8.60,100,12.1
2022-09-07T13:00,25.2,93,24.0,30.9,3.10,3.10,100,3.1
2022-09-07T14:00,25.4,92,24.1,31.4,3.70,3.70,91,1.4
2022-09-07T15:00,26.4,87,24.1,32.0,1.20,1.20,78,3.7
2022-09-07T16:00,26.5,87,24.2,32.2,0.10,0.10,89,4.0
