time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2022-10-07T09:00,26.8,86,24.3,32.0,0.00,0.00,71,7.9
2022-10-07T10:00,28.0,80,24.2,33.2,0.00,0.00,34,7.4
2022-10-07T11:00,29.2,76,24.5,36.0,0.00,0.00,44,7.7
2022-10-07T12:00,29.7,74,24.6,36.8,0.10,0.10,49,7.5
2022-10-07T13:00,29.4,76,24.7,36.5,0.10,0.10,51,3.4
2022-10-07T14:00,26.7,87,24.3,32.3,6.50,6.50,99,10.9
2022-10-07T15:00,27.1,81,23.5,32.1,1.50,1.50,63,5.8
2022-10-07T16:00,26.4,84,23.5,30.3,0.10,0.10,52,13.2
2022-10-07T17:00,26.0,87,23.6,29.8,0.10,0.10,34,13.8
2022-10-07T18:00,26.0,87,23.7,31.1,0.30,0.30,95,5.8
2022-10-07T19:00,25.7,88,23.5,30.0,2.30,2.30,95,10.0
2022-10-07T20:00,25.5,90,23.7,30.6,1.90,1.90,90,5.2
2022-10-07T21:00,25.4,91,23.9,31.0,3.40,3.40,90,3.3
2022-10-07T22:00,25.5,92,24.1,31.0,1.10,1.10,92,4.7
2022-10-07T23:00,25.4,94,24.4,31.4,1.00,1.00,91,2.7
2022-10-08T00:00,25.3,94,24.3,31.2,0.20,0.20,89,3.0
2022-10-08T01:00,24.9,95,24.0,30.5,0.00,0.00,64,3.3
2022-10-08T02:00,24.7,95,23.8,30.1,0.00,0.00,38,3.6
2022-10-08T03:00,24.4,95,23.5,29.6,0.00,0.00,40,4.0
2022-10-08T04:00,24.4,96,23.6,29.1,0.00,0.00,51,8.0
2022-10-08T05:00,24.2,93,23.1,28.7,0.00,0.00,14,7.7
2022-10-08T06:00,24.1,93,22.9,28.3,0.00,0.00,20,8.6
2022-10-08T07:00,24.7,91,23.1,29.1,0.00,0.00,37,8.3
2022-10-08T08:00,25.7,87,23.4,30.5,0.00,0.00,36,7.0
2022-10-08T09:00,26.8,82,23.6,31.4,0.00,0.00,17,9.2
2022-10-08T10:00,27.7,79,23.7,32.2,0.00,0.00,45,9.5
2022-10-08T11:00,27.8,77,23.5,32.3,0.30,0.30,89,9.1
2022-10-08T12:00,27.4,81,23.9,32.4,0.70,0.70,51,7.2
2022-10-08T13:00,27.5,82,24.2,32.8,1.40,1.40,31,6.7
2022-10-08T14:00,27.6,83,24.5,33.5,0.20,0.20,30,3.3
2022-10-08T15:00,28.5,80,24.7,35.5,0.00,0.00,26,2.8
2022-10-08T16:00,28.4,79,24.5,33.7,0.00,0.00,32,7.9
2022-10-08T17:00,27.0,82,23.7,31.6,1.90,1.90,100,9.2
2022-10-08T18:00,25.8,88,23.6,30.2,0.20,0.20,44,9.8
2022-10-08T19:00,27.9,87,25.4,34.2,4.00,4.00,80,4.7
2022-10-08T20:00,27.5,92,26.1,34.5,1.30,1.30,82,3.3
2022-10-08T21:00,26.8,91,25.2,32.6,0.90,0.90,91,7.7
2022-10-08T22:00,26.3,92,24.9,31.8,0.00,0.00,79,8.5
2022-10-08T23:00,26.2,92,24.8,31.4,0.00,0.00,24,9.5
2022-10-09T00:00,25.6,95,24.8,31.3,0.00,0.00,52,6.4
2022-10-09T01:00,25.3,95,24.5,30.9,0.00,0.00,49,6.1
2022-10-09T02:00,25.1,96,24.4,30.6,0.00,0.00,89,5.6
2022-10-09T03:00,25.0,96,24.3,30.4,0.00,0.00,90,5.9
2022-10-09T04:00,24.9,96,24.2,30.0,0.00,0.00,90,8.3
2022-10-09T05:00,24.7,96,24.0,29.6,0.00,0.00,37,8.7
2022-10-09T06:00,24.6,95,23.8,29.3,0.00,0.00,20,9.0
2022-10-09T07:00,25.7,92,24.3,31.0,0.00,0.00,85,7.1
2022-10-09T08:00,26.5,89,24.6,32.0,0.00,0.00,51,6.6
2022-10-09T09:00,26.9,87,24.5,32.7,0.00,0.00,20,4.3
2022-10-09T10:00,28.3,79,24.4,34.0,0.00,0.00,32,4.3
2022-10-09T11:00,29.0,72,23.5,35.1,0.10,0.10,47,6.2
2022-10-09T12:00,29.0,71,23.2,34.3,0.00,0.00,51,5.0
2022-10-09T13:00,29.8,69,23.5,35.9,0.00,0.00,48,6.1
2022-10-09T14:00,28.0,79,24.0,33.5,0.70,0.70,53,7.6
2022-10-09T15:00,27.4,82,24.1,32.4,0.20,0.20,98,8.3
2022-10-09T16:00,26.3,86,23.7,30.9,0.40,0.40,79,8.9
2022-10-09T17:00,26.0,87,23.6,30.7,0.00,0.00,41,8.3
2022-10-09T18:00,25.6,88,23.4,30.6,0.00,0.00,54,5.8
2022-10-09T19:00,25.3,88,23.1,29.7,0.30,0.30,81,8.2
2022-10-09T20:00,25.5,89,23.5,30.9,0.20,0.20,94,2.7
2022-10-09T21:00,25.8,86,23.2,31.1,0.10,0.10,58,2.6
2022-10-09T22:00,25.7,92,24.3,31.8,0.00,0.00,53,1.5
2022-10-09T23:00,24.8,91,23.2,29.4,2.20,2.20,100,7.2
2022-10-10T00:00,24.5,92,23.2,28.5,4.20,4.20,100,10.7
2022-10-10T01:00,24.3,94,23.2,29.6,0.60,0.60,100,2.8
2022-10-10T02:00,24.1,94,23.1,28.8,2.10,2.10,100,5.9
2022-10-10T03:00,24.1,93,22.8,28.6,0.70,0.70,92,6.4
2022-10-10T04:00,23.9,93,22.8,28.3,1.40,1.40,100,6.9
2022-10-10T05:00,23.8,95,22.9,27.9,0.30,0.30,100,9.4
2022-10-10T06:00,23.9,92,22.5,27.9,0.10,0.10,58,8.2
2022-10-10T07:00,24.2,90,22.5,28.6,0.70,0.70,87,5.5
2022-10-10T08:00,24.8,90,23.0,28.7,0.20,0.20,36,11.0
2022-10-10T09:00,26.4,82,23.1,29.3,0.00,0.00,71,18.1
2022-10-10T10:00,27.2,81,23.6,30.5,0.10,0.10,63,17.3
2022-10-10T11:00,27.6,79,23.6,31.5,0.20,0.20,100,14.7
2022-10-10T12:00,27.8,79,23.9,31.5,0.30,0.30,84,15.6
2022-10-10T13:00,27.8,80,24.0,32.4,0.30,0.30,60,10.7
2022-10-10T14:00,27.2,83,24.0,31.8,0.20,0.20,64,10.2
2022-10-10T15:00,26.9,84,24.0,32.0,0.50,0.50,100,7.4
2022-10-10T16:00,26.1,86,23.5,30.4,2.20,2.20,100,10.5
2022-10-10T17:00,26.0,88,23.9,30.9,0.30,0.30,68,8.2
2022-10-10T18:00,25.9,90,24.1,31.0,0.60,0.60,70,7.1
2022-10-10T19:00,25.7,88,23.5,30.1,0.80,0.80,65,9.4
2022-10-10T20:00,25.6,90,23.7,30.2,4.80,4.80,47,9.4
2022-10-10T21:00,25.2,93,23.9,30.0,0.80,0.80,30,8.1
2022-10-10T22:00,24.9,94,23.8,30.0,0.40,0.40,40,5.8
2022-10-10T23:00,24.6,95,23.7,29.6,0.10,0.10,55,6.8
2022-10-11T00:00,24.1,95,23.3,29.3,5.00,5.00,100,3.5
2022-10-11T01:00,24.4,95,23.5,29.4,2.20,2.20,98,5.5
2022-10-11T02:00,24.0,94,23.0,28.3,1.70,1.70,100,8.0
2022-10-11T03:00,23.9,95,23.1,28.4,2.20,2.20,100,7.5
2022-10-11T04:00,23.9,93,22.8,28.0,1.20,1.20,100,9.0
2022-10-11T05:00,23.7,94,22.7,27.6,0.30,0.30,76,10.0
2022-10-11T06:00,23.5,96,22.7,27.4,0.00,0.00,44,9.7
2022-10-11T07:00,24.0,92,22.7,28.1,0.20,0.20,100,8.3
2022-10-11T08:00,24.4,93,23.2,29.0,0.30,0.30,100,7.2
2022-10-11T09:00,24.9,92,23.5,29.7,0.10,0.10,68,7.2
2022-10-11T10:00,25.7,88,23.6,29.9,0.20,0.20,100,11.5
2022-10-11T11:00,26.8,75,21.9,29.3,0.10,0.10,100,17.2
2022-10-11T12:00,27.3,73,22.0,30.3,0.00,0.00,57,13.9
2022-10-11T13:00,28.1,74,23.1,33.3,0.20,0.20,86,13.2
2022-10-11T14:00,27.7,74,22.7,31.1,0.10,0.10,97,13.2
2022-10-11T15:00,27.3,75,22.4,30.5,0.00,0.00,43,13.6
2022-10-11T16:00,27.5,73,22.2,31.4,0.00,0.00,29,8.3
2022-10-11T17:00,27.5,75,22.6,31.9,0.00,0.00,38,5.8
2022-10-11T18:00,27.5,73,22.2,32.3,0.00,0.00,44,1.9
2022-10-11T19:00,26.2,85,23.5,31.2,0.00,0.00,46,5.8
2022-10-11T20:00,25.8,89,23.8,30.8,0.00,0.00,29,6.9
2022-10-11T21:00,25.3,91,23.7,30.6,0.00,0.00,13,4.0
2022-10-11T22:00,25.1,92,23.7,30.4,0.00,0.00,13,4.4
2022-10-11T23:00,24.9,94,23.8,30.1,0.00,0.00,48,5.6
2022-10-12T00:00,24.7,94,23.8,29.9,0.00,0.00,47,5.4
2022-10-12T01:00,24.4,94,23.5,29.6,0.00,0.00,41,4.4
2022-10-12T02:00,24.4,94,23.5,29.4,0.00,0.00,75,5.4
2022-10-12T03:00,24.3,95,23.5,29.4,0.00,0.00,61,4.9
2022-10-12T04:00,24.1,95,23.2,28.9,0.00,0.00,71,5.8
2022-10-12T05:00,23.9,96,23.2,28.2,0.00,0.00,22,9.2
2022-10-12T06:00,23.6,95,22.8,27.7,0.00,0.00,26,8.9
2022-10-12T07:00,24.5,95,23.6,29.2,0.00,0.00,9,8.1
2022-10-12T08:00,25.8,86,23.4,30.4,0.00,0.00,7,8.0
2022-10-12T09:00,27.0,79,23.0,31.5,0.00,0.00,8,6.7
2022-10-12T10:00,28.0,73,22.8,33.4,0.00,0.00,8,5.4
2022-10-12T11:00,29.0,69,22.8,35.4,0.00,0.00,9,5.2
2022-10-12T12:00,29.8,66,22.8,36.6,0.00,0.00,1,5.4
2022-10-12T13:00,30.0,66,22.9,37.1,0.00,0.00,2,4.6
2022-10-12T14:00,30.2,65,22.8,36.9,0.00,0.00,5,2.3
2022-10-12T15:00,30.3,66,23.2,36.7,0.00,0.00,79,1.3
2022-10-12T16:00,30.0,70,23.8,36.0,0.00,0.00,65,0.0
2022-10-12T17:00,28.3,76,23.8,33.1,1.10,1.10,56,8.6
2022-10-12T18:00,26.6,84,23.8,31.3,2.60,2.60,21,8.7
2022-10-12T19:00,26.4,87,24.0,31.5,0.00,0.00,26,6.6
2022-10-12T20:00,26.2,90,24.4,32.1,0.00,0.00,30,3.1
2022-10-12T21:00,26.1,91,24.5,31.9,0.00,0.00,28,4.3
2022-10-12T22:00,25.9,92,24.6,31.7,0.00,0.00,15,5.1
2022-10-12T23:00,25.9,91,24.2,31.2,0.00,0.00,8,6.4
2022-10-13T00:00,25.6,91,24.1,30.7,0.00,0.00,17,7.2
2022-10-13T01:00,25.3,92,23.9,30.3,0.00,0.00,32,7.6
2022-10-13T02:00,24.8,94,23.9,30.1,0.00,0.00,16,5.2
2022-10-13T03:00,24.5,94,23.4,29.6,0.00,0.00,12,4.7
2022-10-13T04:00,24.4,94,23.4,29.4,0.00,0.00,32,5.0
2022-10-13T05:00,24.2,94,23.2,29.1,0.00,0.00,24,4.8
2022-10-13T06:00,24.1,93,22.9,28.7,0.00,0.00,27,5.4
2022-10-13T07:00,25.3,92,24.0,30.3,0.00,0.00,18,8.0
2022-10-13T08:00,26.9,81,23.4,31.4,0.00,0.00,9,8.4
2022-10-13T09:00,28.2,71,22.4,31.9,0.00,0.00,0,9.7
2022-10-13T10:00,29.2,64,21.8,33.1,0.00,0.00,3,10.7
2022-10-13T11:00,30.0,62,21.9,35.3,0.00,0.00,0,8.5
2022-10-13T12:00,30.5,61,22.2,36.7,0.00,0.00,2,7.0
2022-10-13T13:00,31.1,57,21.5,36.9,0.00,0.00,13,6.9
2022-10-13T14:00,31.5,54,21.2,36.3,0.00,0.00,14,8.8
2022-10-13T15:00,31.7,53,20.8,34.9,0.00,0.00,89,12.9
2022-10-13T16:00,31.1,56,21.3,33.7,0.00,0.00,95,13.9
2022-10-13T17:00,30.2,66,23.1,34.3,0.00,0.00,52,9.7
2022-10-13T18:00,28.4,76,23.7,33.5,0.00,0.00,38,5.8
2022-10-13T19:00,27.8,78,23.6,32.7,0.00,0.00,36,6.2
2022-10-13T20:00,27.4,78,23.2,32.0,0.00,0.00,32,7.2
2022-10-13T21:00,27.1,74,22.1,30.7,0.00,0.00,36,9.7
2022-10-13T22:00,26.6,78,22.5,30.9,0.00,0.00,30,6.6
2022-10-13T23:00,25.8,85,23.2,30.7,0.00,0.00,30,5.1
2022-10-14T00:00,25.4,87,23.1,30.2,0.00,0.00,30,5.4
2022-10-14T01:00,24.8,89,22.9,29.5,0.00,0.00,30,5.1
2022-10-14T02:00,24.5,90,22.7,29.2,0.00,0.00,29,5.0
2022-10-14T03:00,24.3,90,22.6,28.9,0.00,0.00,43,4.8
2022-10-14T04:00,24.1,95,23.3,29.3,0.00,0.00,53,3.7
2022-10-14T05:00,24.1,96,23.5,29.4,0.00,0.00,40,4.1
2022-10-14T06:00,23.9,95,23.0,28.9,0.00,0.00,52,4.2
2022-10-14T07:00,25.6,84,22.6,30.1,0.00,0.00,56,5.4
2022-10-14T08:00,26.7,73,21.5,30.7,0.00,0.00,52,5.0
2022-10-14T09:00,27.6,69,21.3,31.3,0.00,0.00,40,5.5
2022-10-14T10:00,28.4,65,21.3,33.0,0.00,0.00,30,2.3
2022-10-14T11:00,29.1,64,21.5,34.8,0.00,0.00,49,1.8
2022-10-14T12:00,29.8,60,21.2,35.5,0.00,0.00,42,2.8
2022-10-14T13:00,30.3,58,21.1,36.2,0.00,0.00,41,4.6
2022-10-14T14:00,30.8,55,20.6,35.4,0.00,0.00,50,6.6
2022-10-14T15:00,30.6,53,20.1,34.3,0.00,0.00,44,6.2
2022-10-14T16:00,30.4,55,20.3,33.9,0.00,0.00,38,3.9
2022-10-14T17:00,29.5,60,20.8,33.6,0.00,0.00,34,1.8
2022-10-14T18:00,29.0,59,20.3,32.7,0.00,0.00,30,2.1
2022-10-14T19:00,27.7,65,20.5,30.8,0.00,0.00,30,7.1
2022-10-14T20:00,27.4,66,20.6,30.2,0.00,0.00,34,9.4
2022-10-14T21:00,26.8,75,22.0,30.4,0.00,0.00,30,8.7
2022-10-14T22:00,26.4,79,22.5,30.5,0.00,0.00,30,7.2
2022-10-14T23:00,26.2,79,22.4,30.3,0.00,0.00,34,7.4
2022-10-15T00:00,25.5,80,21.9,29.5,0.00,0.00,85,6.1
2022-10-15T01:00,25.7,77,21.5,29.4,0.00,0.00,90,6.5
2022-10-15T02:00,26.1,74,21.2,29.9,0.00,0.00,90,5.4
2022-10-15T03:00,25.8,78,21.6,29.8,0.00,0.00,94,4.4
2022-10-15T04:00,25.5,78,21.4,29.5,0.00,0.00,89,4.1
2022-10-15T05:00,25.1,79,21.1,28.6,0.00,0.00,90,6.2
2022-10-15T06:00,24.5,78,20.5,27.6,0.00,0.00,90,7.2
2022-10-15T07:00,25.0,78,20.9,28.3,0.00,0.00,90,7.2
2022-10-15T08:00,25.5,72,20.1,28.5,0.00,0.00,90,6.7
2022-10-15T09:00,26.0,70,20.0,28.9,0.00,0.00,90,6.6
2022-10-15T10:00,26.7,66,19.9,29.6,0.00,0.00,88,6.2
2022-10-15T11:00,27.8,61,19.7,30.6,0.00,0.00,82,6.5
2022-10-15T12:00,28.5,59,19.8,31.1,0.00,0.00,88,9.0
2022-10-15T13:00,29.3,57,20.0,32.8,0.00,0.00,42,10.7
2022-10-15T14:00,29.7,56,19.8,32.6,0.00,0.00,71,12.3
2022-10-15T15:00,29.4,56,19.6,30.6,0.00,0.00,74,16.8
2022-10-15T16:00,27.8,60,19.5,28.0,0.00,0.00,55,23.6
2022-10-15T17:00,25.9,63,18.3,26.1,0.00,0.00,37,19.9
2022-10-15T18:00,24.6,68,18.2,24.6,0.00,0.00,30,20.5
2022-10-15T19:00,23.0,73,18.0,23.0,0.00,0.00,90,19.9
2022-10-15T20:00,23.0,73,17.8,23.7,0.00,0.00,92,14.9
2022-10-15T21:00,22.6,73,17.5,22.8,0.00,0.00,87,17.3
2022-10-15T22:00,22.2,71,16.6,22.0,0.00,0.00,52,17.3
2022-10-15T23:00,22.0,71,16.6,22.1,0.00,0.00,55,15.1
2022-10-16T00:00,22.1,71,16.6,22.6,0.00,0.00,80,13.0
2022-10-16T01:00,22.3,70,16.6,22.9,0.00,0.00,100,11.7
2022-10-16T02:00,22.3,71,16.8,23.1,0.00,0.00,100,11.2
2022-10-16T03:00,22.3,72,17.0,22.7,0.00,0.00,100,13.8
2022-10-16T04:00,21.9,75,17.3,22.3,0.10,0.10,100,15.2
2022-10-16T05:00,21.8,77,17.6,22.4,0.10,0.10,100,14.8
2022-10-16T06:00,21.9,77,17.7,22.6,0.00,0.00,100,14.4
2022-10-16T07:00,22.1,77,17.8,22.5,0.00,0.00,100,16.3
2022-10-16T08:00,22.3,76,17.9,22.8,0.00,0.00,100,16.6
2022-10-16T09:00,22.9,76,18.3,23.6,0.00,0.00,100,15.8
2022-10-16T10:00,23.3,75,18.6,24.3,0.00,0.00,100,15.3
2022-10-16T11:00,23.5,75,18.9,24.5,0.00,0.00,100,16.0
2022-10-16T12:00,24.1,74,19.3,25.3,0.00,0.00,100,16.0
2022-10-16T13:00,24.0,75,19.4,25.1,0.00,0.00,100,16.7
2022-10-16T14:00,24.4,76,19.8,25.7,0.00,0.00,100,17.1
2022-10-16T15:00,25.1,71,19.5,26.3,0.00,0.00,100,17.1
2022-10-16T16:00,25.0,71,19.5,26.1,0.00,0.00,91,17.5
2022-10-16T17:00,24.4,75,19.6,25.9,0.00,0.00,92,15.5
2022-10-16T18:00,24.0,77,19.8,25.9,0.00,0.00,90,12.8
2022-10-16T19:00,23.5,80,19.8,25.3,0.00,0.00,100,13.5
2022-10-16T20:00,23.3,81,19.9,25.4,0.00,0.00,100,12.0
2022-10-16T21:00,23.3,82,20.0,25.4,0.00,0.00,100,11.8
2022-10-16T22:00,23.3,81,20.0,25.6,0.00,0.00,100,10.8
2022-10-16T23:00,23.2,82,20.0,25.5,0.00,0.00,78,10.5
2022-10-17T00:00,23.2,84,20.2,25.5,0.00,0.00,66,11.3
2022-10-17T01:00,23.1,84,20.3,25.5,0.00,0.00,100,11.4
2022-10-17T02:00,23.1,84,20.3,25.2,0.00,0.00,100,13.0
2022-10-17T03:00,23.1,83,20.2,25.0,0.10,0.10,100,14.1
2022-10-17T04:00,23.0,86,20.5,24.9,0.20,0.20,100,15.3
2022-10-17T05:00,23.0,87,20.8,25.1,0.20,0.20,100,15.0
2022-10-17T06:00,22.9,88,20.9,25.3,0.00,0.00,55,13.3
2022-10-17T07:00,23.2,89,21.2,25.7,0.00,0.00,16,13.2
2022-10-17T08:00,24.1,86,21.6,26.9,0.00,0.00,18,13.5
2022-10-17T09:00,25.3,82,21.9,28.2,0.00,0.00,17,13.4
2022-10-17T10:00,26.7,75,21.8,29.9,0.00,0.00,13,13.0
2022-10-17T11:00,27.9,63,20.2,31.3,0.00,0.00,7,13.5
2022-10-17T12:00,28.6,58,19.5,32.4,0.00,0.00,8,13.0
2022-10-17T13:00,28.9,55,18.9,32.6,0.00,0.00,18,11.8
2022-10-17T14:00,29.0,57,19.7,32.4,0.00,0.00,32,13.0
2022-10-17T15:00,29.0,60,20.3,31.7,0.00,0.00,4,13.8
2022-10-17T16:00,29.0,59,20.3,31.6,0.00,0.00,2,10.4
2022-10-17T17:00,28.5,65,21.3,31.9,0.00,0.00,10,8.4
2022-10-17T18:00,27.0,72,21.5,30.6,0.00,0.00,6,7.8
2022-10-17T19:00,26.5,73,21.3,30.2,0.00,0.00,6,6.0
2022-10-17T20:00,26.2,74,21.3,29.9,0.00,0.00,10,5.9
2022-10-17T21:00,25.8,76,21.2,29.4,0.00,0.00,2,6.5
2022-10-17T22:00,25.3,77,20.9,28.7,0.00,0.00,1,6.5
2022-10-17T23:00,24.9,75,20.2,27.6,0.00,0.00,2,8.7
2022-10-18T00:00,24.5,75,19.8,26.8,0.00,0.00,7,9.9
2022-10-18T01:00,24.0,77,19.7,26.6,0.00,0.00,16,7.8
2022-10-18T02:00,23.9,77,19.6,26.4,0.00,0.00,6,8.1
2022-10-18T03:00,23.6,79,19.6,26.2,0.00,0.00,21,7.3
2022-10-18T04:00,23.0,82,19.7,25.9,0.00,0.00,35,5.9
2022-10-18T05:00,22.7,83,19.7,25.6,0.00,0.00,38,5.4
2022-10-18T06:00,22.4,85,19.7,25.4,0.00,0.00,2,5.0
2022-10-18T07:00,23.6,80,20.0,25.9,0.00,0.00,27,10.9
2022-10-18T08:00,25.0,77,20.6,27.6,0.00,0.00,8,11.2
2022-10-18T09:00,26.5,66,19.8,28.1,0.00,0.00,10,15.0
2022-10-18T10:00,27.6,61,19.3,29.6,0.00,0.00,9,15.1
2022-10-18T11:00,28.6,56,19.0,30.8,0.00,0.00,0,17.2
2022-10-18T12:00,29.4,53,18.7,32.1,0.00,0.00,0,16.3
2022-10-18T13:00,29.9,52,19.0,33.0,0.00,0.00,0,14.6
2022-10-18T14:00,30.1,52,19.2,33.4,0.00,0.00,2,12.2
2022-10-18T15:00,30.1,53,19.5,32.9,0.00,0.00,1,11.8
2022-10-18T16:00,29.7,55,19.7,31.6,0.00,0.00,8,12.9
2022-10-18T17:00,29.0,62,20.9,32.1,0.00,0.00,2,9.0
2022-10-18T18:00,27.2,68,20.8,30.4,0.00,0.00,10,6.9
2022-10-18T19:00,26.6,75,21.7,30.3,0.00,0.00,6,7.1
2022-10-18T20:00,26.0,76,21.5,29.7,0.00,0.00,17,6.8
2022-10-18T21:00,25.8,75,21.1,29.2,0.00,0.00,6,7.3
2022-10-18T22:00,25.6,75,20.7,28.5,0.00,0.00,3,8.8
2022-10-18T23:00,25.1,74,20.2,27.8,0.00,0.00,4,9.2
2022-10-19T00:00,24.8,74,19.8,27.3,0.00,0.00,5,9.2
2022-10-19T01:00,24.6,73,19.4,26.7,0.00,0.00,8,10.1
2022-10-19T02:00,24.2,73,19.1,26.2,0.00,0.00,26,10.2
2022-10-19T03:00,23.9,72,18.7,25.7,0.00,0.00,19,10.0
2022-10-19T04:00,23.7,73,18.5,25.4,0.00,0.00,2,10.0
2022-10-19T05:00,23.4,75,18.8,25.0,0.00,0.00,29,11.5
2022-10-19T06:00,23.0,79,19.1,25.0,0.00,0.00,28,10.0
2022-10-19T07:00,23.6,80,19.9,25.9,0.00,0.00,31,10.6
2022-10-19T08:00,24.9,73,19.7,26.6,0.00,0.00,10,13.6
2022-10-19T09:00,26.2,65,19.1,27.3,0.00,0.00,16,16.1
2022-10-19T10:00,27.3,59,18.6,28.7,0.00,0.00,10,16.1
2022-10-19T11:00,28.3,55,18.5,30.6,0.00,0.00,27,15.6
2022-10-19T12:00,29.3,52,18.3,31.8,0.00,0.00,32,15.8
2022-10-19T13:00,29.9,49,17.9,32.4,0.00,0.00,22,14.6
2022-10-19T14:00,30.2,49,18.2,32.9,0.00,0.00,25,12.8
2022-10-19T15:00,30.3,49,18.3,32.4,0.00,0.00,27,11.9
2022-10-19T16:00,30.0,51,18.9,31.4,0.00,0.00,18,12.8
2022-10-19T17:00,29.1,59,20.3,31.7,0.00,0.00,11,10.2
2022-10-19T18:00,27.8,63,20.1,30.5,0.00,0.00,16,8.4
2022-10-19T19:00,27.2,64,19.8,29.8,0.00,0.00,14,8.4
2022-10-19T20:00,27.2,63,19.6,29.8,0.00,0.00,28,7.4
2022-10-19T21:00,26.3,69,20.2,29.3,0.00,0.00,31,6.4
2022-10-19T22:00,25.8,72,20.3,28.8,0.00,0.00,32,7.3
2022-10-19T23:00,25.5,74,20.6,28.5,0.00,0.00,40,8.1
2022-10-20T00:00,25.3,75,20.6,28.4,0.00,0.00,15,7.9
2022-10-20T01:00,24.6,80,20.8,28.0,0.00,0.00,45,6.0
2022-10-20T02:00,24.3,82,21.0,27.8,0.00,0.00,42,6.1
2022-10-20T03:00,24.3,81,20.7,27.4,0.00,0.00,32,8.1
2022-10-20T04:00,23.9,82,20.6,27.0,0.00,0.00,25,7.0
2022-10-20T05:00,24.0,80,20.4,26.8,0.00,0.00,46,9.3
2022-10-20T06:00,24.0,78,20.0,26.2,0.00,0.00,21,11.7
2022-10-20T07:00,24.4,76,19.9,26.1,0.00,0.00,62,14.3
2022-10-20T08:00,24.7,76,20.1,27.0,0.00,0.00,63,11.0
2022-10-20T09:00,25.4,73,20.2,27.7,0.00,0.00,66,11.2
2022-10-20T10:00,26.8,67,20.3,28.7,0.00,0.00,41,15.8
2022-10-20T11:00,28.0,61,19.7,30.3,0.00,0.00,59,17.0
2022-10-20T12:00,28.8,57,19.5,31.3,0.00,0.00,49,16.1
2022-10-20T13:00,29.3,57,19.9,32.1,0.00,0.00,41,16.9
2022-10-20T14:00,29.5,58,20.2,32.3,0.00,0.00,33,17.3
2022-10-20T15:00,29.5,58,20.4,32.1,0.00,0.00,34,15.0
2022-10-20T16:00,29.5,58,20.5,31.3,0.00,0.00,54,15.8
2022-10-20T17:00,28.8,64,21.3,31.9,0.00,0.00,16,9.9
2022-10-20T18:00,27.6,69,21.3,31.3,0.00,0.00,25,5.9
2022-10-20T19:00,27.2,73,21.9,31.1,0.00,0.00,27,6.7
2022-10-20T20:00,27.2,74,22.2,31.1,0.00,0.00,39,8.0
2022-10-20T21:00,26.9,75,22.0,30.7,0.00,0.00,45,7.8
2022-10-20T22:00,26.1,79,22.2,30.3,0.00,0.00,56,6.1
2022-10-20T23:00,25.7,80,22.0,29.7,0.00,0.00,59,6.2
2022-10-21T00:00,25.5,81,22.0,29.4,0.00,0.00,56,7.7
2022-10-21T01:00,25.4,81,22.0,29.3,0.00,0.00,49,7.5
2022-10-21T02:00,25.5,78,21.4,28.7,0.00,0.00,45,9.7
2022-10-21T03:00,25.2,77,20.9,28.0,0.00,0.00,38,10.3
2022-10-21T04:00,24.7,79,20.8,27.5,0.00,0.00,8,10.2
2022-10-21T05:00,24.5,80,20.8,27.3,0.00,0.00,19,10.0
2022-10-21T06:00,24.4,80,20.7,27.2,0.00,0.00,80,10.1
2022-10-21T07:00,25.2,77,21.0,28.7,0.00,0.00,94,6.4
2022-10-21T08:00,25.9,74,20.8,28.9,0.00,0.00,89,8.7
2022-10-21T09:00,26.7,71,21.0,29.8,0.00,0.00,82,9.4
2022-10-21T10:00,27.1,70,21.2,30.2,0.00,0.00,78,9.6
2022-10-21T11:00,27.9,69,21.6,31.4,0.00,0.00,72,8.2
2022-10-21T12:00,28.7,66,21.8,31.7,0.00,0.00,67,13.0
2022-10-21T13:00,29.1,65,21.9,32.3,0.00,0.00,100,13.8
2022-10-21T14:00,29.2,67,22.4,33.2,0.00,0.00,100,10.7
2022-10-21T15:00,29.1,68,22.5,32.5,0.00,0.00,87,12.0
2022-10-21T16:00,27.1,80,23.3,30.9,0.70,0.70,100,12.8
2022-10-21T17:00,25.9,88,23.8,30.8,1.50,1.50,100,7.9
2022-10-21T18:00,25.6,91,24.0,30.8,1.90,1.90,95,6.4
2022-10-21T19:00,25.7,88,23.6,30.7,2.10,2.10,92,6.2
2022-10-21T20:00,25.2,90,23.5,29.9,0.90,0.90,100,7.4
2022-10-21T21:00,25.1,90,23.3,29.5,0.50,0.50,100,8.8
2022-10-21T22:00,25.0,90,23.3,30.0,0.10,0.10,62,4.8
2022-10-21T23:00,25.0,92,23.5,30.3,0.30,0.30,74,3.2
2022-10-22T00:00,24.8,92,23.5,29.9,0.30,0.30,100,4.4
2022-10-22T01:00,24.8,92,23.4,29.6,0.60,0.60,73,6.6
2022-10-22T02:00,24.5,92,23.2,28.6,0.20,0.20,100,10.6
2022-10-22T03:00,24.4,94,23.3,28.5,0.00,0.00,75,10.5
2022-10-22T04:00,24.1,94,23.0,28.2,0.00,0.00,82,9.3
